titre,prix,annee,km,pays,type,modele,lien
Nissan ATLAS,Company,2015,"112,225 miles",Japan,Flatbed Trucks,Nissan ATLAS,https://www.mascus.com/transportation/flatbed-dropside-trucks/nissan-atlas/3k8hef6g.html
Mercedes-Benz Arocs 2658 6x4 BL Istrail Kipper/ Retarder/Klima,Company,2019,"199,460 miles",Germany,Dump Trucks,Mercedes-Benz Arocs 2658 6x4 BL Istrail Kipper/ Retarder/Klima,https://www.mascus.com/transportation/tipper-trucks/mercedes-benz-arocs-2658-6x4-bl-istrail-kipper-retarder-klima/8s4shlgs.html
Volvo FM 16.240,Company,2026,311 miles,Denmark,Boom / Crane / Bucket Trucks,Volvo FM 16.240,https://www.mascus.com/transportation/crane-trucks/volvo-fm-16-240/4f5heidu.html
Mercedes-Benz Atego 818 / Meiller/ 2xAHK/ AC/ 3 Sitze/ 23 Tkm,Company,2022,"14,657 miles",Germany,Dump Trucks,Mercedes-Benz Atego 818 / Meiller/ 2xAHK/ AC/ 3 Sitze/ 23 Tkm,https://www.mascus.com/transportation/tipper-trucks/mercedes-benz-atego-818-meiller-2xahk-ac-3-sitze-23-tkm/goglfjbj.html
Kenworth T880,Company,2023,,United States,Other Trucks,Kenworth T880,https://www.mascus.com/transportation/other-trucks/kenworth-t880/cfbpij5g.html
Mercedes-Benz Actros 3236,Company,2007,"311,562 miles",France,Concrete Trucks,Mercedes-Benz Actros 3236,https://www.mascus.com/transportation/concrete-trucks/mercedes-benz-actros-3236/6uhn5i6t.html
Iveco Eurocargo 80.18 80E18,Company,2011,"80,778 miles",Netherlands,Dump Trucks,Iveco Eurocargo 80.18 80E18,https://www.mascus.com/transportation/tipper-trucks/iveco-eurocargo-80-18-80e18/grghak6g.html
Volvo FH 500 6x2 E6 / Schmitz 19 EPAL / Steered Axle,Company,2018,"217,480 miles",Poland,Reefer Trucks,Volvo FH 500 6x2 E6 / Schmitz 19 EPAL / steered axle,https://www.mascus.com/transportation/temperature-controlled-trucks/volvo-fh-500-6x2-e6-schmitz-19-epal-steered-axle/7m3ibffq.html
CAT 777C,Company,1994,,United States,Tank Trucks,CAT 777C,https://www.mascus.com/transportation/tank-trucks/cat-777c/anbu9h3j.html
Freightliner M2 106,Company,2018,"218,940 miles",United States,Reefer Trucks,Freightliner M2 106,https://www.mascus.com/transportation/temperature-controlled-trucks/freightliner-m2-106/4s6jcnht.html
Peterbilt 340,Company,2007,"109,353 miles",Canada,Concrete Trucks,Peterbilt 340,https://www.mascus.com/transportation/concrete-trucks/peterbilt-340/ipdh6gck.html
Mercedes-Benz Actros 2548 L MP5 6x2 Abrollkipper Meiller Funk,Company,2021,"128,847 miles",Germany,Hook lift trucks,Mercedes-Benz Actros 2548 L MP5 6x2 Abrollkipper Meiller Funk,https://www.mascus.com/transportation/hook-lift-trucks/mercedes-benz-actros-2548-l-mp5-6x2-abrollkipper-meiller-funk/hqaiihgi.html
Volvo FH 460,Company,2021,"390,842 miles",Hungary,Curtain Side Trucks,Volvo FH 460,https://www.mascus.com/transportation/curtainsider-trucks/volvo-fh-460/9t7iim4f.html
Mercedes-Benz AROCS 2658,Company,2017,"347,968 miles",Poland,Dump Trucks,Mercedes-Benz AROCS 2658,https://www.mascus.com/transportation/tipper-trucks/mercedes-benz-arocs-2658/5l8gip3m.html
Volvo FM420,Company,2015,"244,820 miles",Denmark,Demountable Trucks,Volvo FM420,https://www.mascus.com/transportation/demountables-trucks/volvo-fm420/iq7ngg6q.html
Isuzu NPR-3Y454,Company,2026,,United States,Cab & Chassis Trucks,Isuzu NPR-3Y454,https://www.mascus.com/transportation/chassis-cab-trucks/isuzu-npr-3y454/5j3t4hdj.html
Scania G 490 8x4 Euro 6 Hiab 24 Tonmeter Laadkraan,Company,2016,"222,579 miles",Netherlands,Hook lift trucks,Scania G 490 8x4 Euro 6 Hiab 24 Tonmeter laadkraan,https://www.mascus.com/transportation/hook-lift-trucks/scania-g-490-8x4-euro-6-hiab-24-tonmeter-laadkraan/3qdm4ihr.html
"MAN TGS 35.500 8x4 BB, Pritarder, Meiller RK 30.65",Company,2019,"75,866 miles",Germany,Hook lift trucks,"MAN TGS 35.500 8x4 BB, Pritarder, Meiller RK 30.65",https://www.mascus.com/transportation/hook-lift-trucks/man-tgs-35-500-8x4-bb-pritarder-meiller-rk-30-65/ds8iflfr.html
Iveco ML120E18 4x2,Company,2011,"146,109 miles",Italy,Other Trucks,Iveco ML120E18 4x2,https://www.mascus.com/transportation/other-trucks/iveco-ml120e18-4x2/ipgobt3h.html
"Mercedes-Benz ACTROS 2545L Towtruck 6x2, EURO 6 Vin 995 - NEW TA",Company,2014,"334,299 miles",Slovak Republic,Car Haulers,"Mercedes-Benz ACTROS 2545L towtruck 6x2, EURO 6 vin 995 - NEW TA",https://www.mascus.com/transportation/vehicle-transporters/mercedes-benz-actros-2545l-towtruck-6x2-euro-6-vin-995-new-ta/if9uetbg.html
Mercedes-Benz AROCS 3240 HIAB 211EP5,Company,2017,"213,578 miles",Netherlands,Flatbed Trucks,Mercedes-Benz AROCS 3240 HIAB 211EP5,https://www.mascus.com/transportation/flatbed-dropside-trucks/mercedes-benz-arocs-3240-hiab-211ep5/dmhg6n5t.html
Market Cart,Company,,,Hungary,Beverage Trucks,Market cart,https://www.mascus.com/transportation/beverage-delivery-trucks/market-cart/drbg4n5i.html
Iveco X-Way 420 X-Way 6X2 NEW! Meiller AK16MT Skiploader,Company,2026,106 miles,Netherlands,Skip loader trucks,Iveco X-Way 420 X-Way 6X2 NEW! Meiller AK16MT skiploader,https://www.mascus.com/transportation/skip-loader-trucks/iveco-x-way-420-x-way-6x2-new-meiller-ak16mt-skiploader/dqfk9ugs.html
Mercedes-Benz Atego 821 K Dreiseitenkipper,Company,2022,"23,053 miles",Germany,Other Trucks,Mercedes-Benz Atego 821 K Dreiseitenkipper,https://www.mascus.com/transportation/other-trucks/mercedes-benz-atego-821-k-dreiseitenkipper/an5sap7p.html
Mercedes-Benz Arocs 3246,Company,2018,"94,775 miles",France,Concrete Trucks,Mercedes-Benz Arocs 3246,https://www.mascus.com/transportation/concrete-trucks/mercedes-benz-arocs-3246/gh6gcrfp.html
DAF CF 480,Company,2019,"78,221 miles",Netherlands,Hook lift trucks,DAF CF 480,https://www.mascus.com/transportation/hook-lift-trucks/daf-cf-480/8kehaq3l.html
Freightliner M2106,Company,2021,"411,205 miles",United States,Box trucks,Freightliner M2106,https://www.mascus.com/transportation/box-body-trucks/freightliner-m2106/ejeheu4p.html
Renault C 320 4X2 Fassi F125.A.1.23 XE Kran Crane Tipper A,Company,2024,149 miles,Netherlands,Dump Trucks,Renault C 320 4X2 Fassi F125.A.1.23 XE Kran Crane Tipper A,https://www.mascus.com/transportation/tipper-trucks/renault-c-320-4x2-fassi-f125-a-1-23-xe-kran-crane-tipper-a/hpafascl.html
MAN TGS 18.320,Company,2015,"127,381 miles",Denmark,Car Haulers,MAN TGS 18.320,https://www.mascus.com/transportation/vehicle-transporters/man-tgs-18-320/8o5pdkco.html
Mercedes-Benz U 427,Company,1993,,Latvia,Dump Trucks,Mercedes-Benz U 427,https://www.mascus.com/transportation/tipper-trucks/mercedes-benz-u-427/ipaq9m7n.html
Howo 371 8x4,Company,2024,"5,313 miles",China,Dump Trucks,Howo 371 8x4,https://www.mascus.com/transportation/tipper-trucks/howo-371-8x4/3l3l5rag.html
International HV,Company,2027,,Canada,Cab & Chassis Trucks,International HV,https://www.mascus.com/transportation/chassis-cab-trucks/international-hv/fqeuelat.html
Mercedes-Benz ACTROS 1832-MP3+DHOLLANDIA 2.5T.,Company,2012,"414,630 miles",Belgium,Box trucks,Mercedes-Benz ACTROS 1832-MP3+DHOLLANDIA 2.5T.,https://www.mascus.com/transportation/box-body-trucks/mercedes-benz-actros-1832-mp3-dhollandia-2-5t/aqek8g8s.html
Mack GU813,Company,2017,"296,804 miles",United States,Other Trucks,Mack GU813,https://www.mascus.com/transportation/other-trucks/mack-gu813/5j8pdm6n.html
Mack GU713,Company,2015,"399,000 miles",United States,Dump Trucks,Mack GU713,https://www.mascus.com/transportation/tipper-trucks/mack-gu713/hfaj5qbt.html
Renault C 460 Retarder,Company,2018,"88,235 miles",Portugal,Cab & Chassis Trucks,Renault C 460 Retarder,https://www.mascus.com/transportation/chassis-cab-trucks/renault-c-460-retarder/4n5qegar.html
Freightliner M2 112,Company,2013,,United States,Other Trucks,Freightliner M2 112,https://www.mascus.com/transportation/other-trucks/freightliner-m2-112/bg5gbtdn.html
Volkswagen Crafter 2.5 TDI - 68 TKm - 1. Hand - Spriegel/Pl,Company,2011,"42,589 miles",Germany,Curtain Side Trucks,Volkswagen Crafter 2.5 TDI - 68 TKm - 1. Hand - Spriegel/Pl,https://www.mascus.com/transportation/curtainsider-trucks/volkswagen-crafter-2-5-tdi-68-tkm-1-hand-spriegel-pl/4jdjbmbr.html
Freightliner M2106,Company,2005,"140,848 miles",United States,Dump Trucks,Freightliner M2106,https://www.mascus.com/transportation/tipper-trucks/freightliner-m2106/7f7sdnag.html
Freightliner M2106,Company,2020,"356,870 miles",United States,Box trucks,Freightliner M2106,https://www.mascus.com/transportation/box-body-trucks/freightliner-m2106/epbh4h4m.html
Volvo FH 460 4X2 | GS MEPPEL | TRUCK TRANSPORTER LKW TRA,Company,2016,"684,254 miles",Netherlands,Car Haulers,Volvo FH 460 4X2 | GS MEPPEL | TRUCK TRANSPORTER LKW TRA,https://www.mascus.com/transportation/vehicle-transporters/volvo-fh-460-4x2-gs-meppel-truck-transporter-lkw-tra/8fagin9p.html
MAN TGX 25.500,Company,2017,,Sweden,Hook lift trucks,MAN TGX 25.500,https://www.mascus.com/transportation/hook-lift-trucks/man-tgx-25-500/7r5ubfbk.html
Freightliner M2106,Company,2019,"332,255 miles",United States,Box trucks,Freightliner M2106,https://www.mascus.com/transportation/box-body-trucks/freightliner-m2106/4odl9igt.html
Sterling L9500,Company,2006,"213,477 miles",United States,Boom / Crane / Bucket Trucks,Sterling L9500,https://www.mascus.com/transportation/crane-trucks/sterling-l9500/4rflak4o.html
Mercedes-Benz 2024 MB ACTROS 2645LS/33 FS 82487kms R2020000 + VA,Company,2024,"51,255 miles",South Africa,Other Trucks,Mercedes-Benz 2024 MB ACTROS 2645LS/33 FS 82487kms R2020000 + VA,https://www.mascus.com/transportation/other-trucks/mercedes-benz-2024-mb-actros-2645ls-33-fs-82487kms-r2020000-va/5icqdgbg.html
Mercedes-Benz MERCEDES BENZ Arocs 3251 8x4 Fassi F 485A.2.26 C,Company,2016,"454,822 miles",Poland,Boom / Crane / Bucket Trucks,Mercedes-Benz MERCEDES BENZ Arocs 3251 8x4 Fassi F 485A.2.26 C,https://www.mascus.com/transportation/crane-trucks/mercedes-benz-mercedes-benz-arocs-3251-8x4-fassi-f-485a-2-26-c/5gcheo9j.html
Ford F-450,Company,2014,"73,976 miles",United States,Dump Trucks,Ford F-450,https://www.mascus.com/transportation/tipper-trucks/ford-f-450/7n6keifr.html
Scania R500 Komplettzug*Retarder*Edscha*Voll-Luft*SAF,Company,2018,"530,625 miles",Germany,Curtain Side Trucks,Scania R500 Komplettzug*Retarder*Edscha*Voll-Luft*SAF,https://www.mascus.com/transportation/curtainsider-trucks/scania-r500-komplettzug-retarder-edscha-voll-luft-saf/co4g5rhs.html
Ford F 550 SD Lariat,Company,2024,"51,390 miles",United States,Flatbed Trucks,Ford F 550 SD Lariat,https://www.mascus.com/transportation/flatbed-dropside-trucks/ford-f-550-sd-lariat/cobr3n7f.html
International 4400,Company,2011,"95,897 miles",United States,Dump Trucks,International 4400,https://www.mascus.com/transportation/tipper-trucks/international-4400/7u6ufngm.html
Renault Premium DXi450 / 6x2 / + Palfinger Crane,Company,2009,"264,083 miles",Hungary,Flatbed Trucks,Renault Premium DXi450 / 6x2 / + Palfinger Crane,https://www.mascus.com/transportation/flatbed-dropside-trucks/renault-premium-dxi450-6x2-palfinger-crane/5nekeohg.html
Mack MD,Company,2023,"433,563 miles",United States,Box trucks,Mack MD,https://www.mascus.com/transportation/box-body-trucks/mack-md/gfdm7j7r.html
Kenworth T680,Company,2021,"307,897 miles",United States,Other Trucks,Kenworth T680,https://www.mascus.com/transportation/other-trucks/kenworth-t680/ao6i4s8f.html
Mitsubishi Canter 7/800,Company,2014,"85,163 miles",Australia,Reefer Trucks,Mitsubishi Canter 7/800,https://www.mascus.com/transportation/temperature-controlled-trucks/mitsubishi-canter-7-800/cpbuii5t.html
Renault C430 8x4,Company,2018,"78,548 miles",Italy,Concrete Trucks,Renault C430 8x4,https://www.mascus.com/transportation/concrete-trucks/renault-c430-8x4/6k4sdobp.html
Renault MASTER DCI 125,Company,2012,"144,551 miles",France,Dump Trucks,Renault MASTER DCI 125,https://www.mascus.com/transportation/tipper-trucks/renault-master-dci-125/bsfqcift.html
International 4300,Company,2019,"226,869 miles",United States,Box trucks,International 4300,https://www.mascus.com/transportation/box-body-trucks/international-4300/8ieo9gel.html
Mack GR64BR,Company,2027,,United States,Other Trucks,Mack GR64BR,https://www.mascus.com/transportation/other-trucks/mack-gr64br/ik4qhu5g.html
THIEMAN MDC LB 25ET,Company,2025,,United States,Other Trucks,THIEMAN MDC LB 25ET,https://www.mascus.com/transportation/other-trucks/thieman-mdc-lb-25et/8hbkimgk.html
Mercedes-Benz Atego 1224L 6-Zyl*LBW*Bordwände*Kamera*Klima*TOP,Company,2020,"146,448 miles",Germany,Curtain Side Trucks,Mercedes-Benz Atego 1224L 6-Zyl*LBW*Bordwände*Kamera*Klima*TOP,https://www.mascus.com/transportation/curtainsider-trucks/mercedes-benz-atego-1224l-6-zyl-lbw-bordwande-kamera-klima-top/hm5lbt7h.html
Oshkosh F-2146,Company,2004,"153,709 miles",United States,Concrete Trucks,Oshkosh F-2146,https://www.mascus.com/transportation/concrete-trucks/oshkosh-f-2146/7thf5k9l.html
Mercedes-Benz Actros 2551 L Fokor Umpikori 10m FRC 10/2027,Company,2021,"276,510 miles",Finland,Reefer Trucks,Mercedes-Benz Actros 2551 L Fokor umpikori 10m FRC 10/2027,https://www.mascus.com/transportation/temperature-controlled-trucks/mercedes-benz-actros-2551-l-fokor-umpikori-10m-frc-10-2027/8s9i9fgg.html
Mercedes-Benz MB ACTROS 2645LS/33 FS,Company,2024,"48,888 miles",South Africa,Other Trucks,Mercedes-Benz MB ACTROS 2645LS/33 FS,https://www.mascus.com/transportation/other-trucks/mercedes-benz-mb-actros-2645ls-33-fs/ap5ndift.html
Volvo FH16 650 8x4,Company,2014,,Finland,Concrete Trucks,Volvo FH16 650 8x4,https://www.mascus.com/transportation/concrete-trucks/volvo-fh16-650-8x4/7khrikds.html
Iveco Daily 35C14 A8 *R3.450mm*Automatik*,Company,,31 miles,Germany,Dump Trucks,Iveco Daily 35C14 A8 *R3.450mm*Automatik*,https://www.mascus.com/transportation/tipper-trucks/iveco-daily-35c14-a8-r3-450mm-automatik/do8m6l6j.html
Renault C 440 K 8X4 Retarder Full Steel Big Axle Retarder,Company,2020,"213,776 miles",Netherlands,Dump Trucks,Renault C 440 K 8X4 Retarder Full Steel Big Axle Retarder,https://www.mascus.com/transportation/tipper-trucks/renault-c-440-k-8x4-retarder-full-steel-big-axle-retarder/8g7qas4o.html
"Iveco 460 X-WAY Stralis 6x2, Hiab XR21S59, Lenk-Lift",Company,2019,,Germany,Hook lift trucks,"Iveco 460 X-WAY Stralis 6x2, Hiab XR21S59, Lenk-Lift",https://www.mascus.com/transportation/hook-lift-trucks/iveco-460-x-way-stralis-6x2-hiab-xr21s59-lenk-lift/9iehgphj.html
Scania G 500 B6x2NB,Company,2023,"181,192 miles",Norway,Container Trucks,Scania G 500 B6x2NB,https://www.mascus.com/transportation/containerframe-trucks/scania-g-500-b6x2nb/ggghdudh.html
MAN TGS 35.510 8x4 Concrete Mixer Truck,Company,2021,"64,623 miles",Norway,Concrete Trucks,MAN TGS 35.510 8x4 Concrete Mixer Truck,https://www.mascus.com/transportation/concrete-trucks/man-tgs-35-510-8x4-concrete-mixer-truck/cmdf9i3q.html
Iveco HI-WAY AS 260S46,Company,2017,"434,960 miles",Italy,Dump Trucks,Iveco HI-WAY AS 260S46,https://www.mascus.com/transportation/tipper-trucks/iveco-hi-way-as-260s46/7ofo6lii.html
International MV607,Company,2020,"220,515 miles",United States,Box trucks,International MV607,https://www.mascus.com/transportation/box-body-trucks/international-mv607/8sipetgt.html
Scania R580 V8 8x2 + Crane HMF 8520 K6+K6,Company,,"195,110 miles",Hungary,Flatbed Trucks,Scania R580 V8 8x2 + Crane HMF 8520 K6+K6,https://www.mascus.com/transportation/flatbed-dropside-trucks/scania-r580-v8-8x2-crane-hmf-8520-k6-k6/6nbm3fcn.html
Freightliner M2 112,Company,2019,"255,197 miles",United States,Box trucks,Freightliner M2 112,https://www.mascus.com/transportation/box-body-trucks/freightliner-m2-112/8r8q7hah.html
International 4300,Company,2016,"237,235 miles",United States,Box trucks,International 4300,https://www.mascus.com/transportation/box-body-trucks/international-4300/atgsipgn.html
Mercedes-Benz Actros 2563 / Kaba 3 X Stock 50 M²,Company,2018,"462,921 miles",Germany,Animal transport trucks,Mercedes-Benz Actros 2563 / Kaba 3 x Stock 50 m²,https://www.mascus.com/transportation/animal-transport-trucks/mercedes-benz-actros-2563-kaba-3-x-stock-50-m2/ghdp4rbs.html
Howo 375 6x4,Company,2023,"7,767 miles",China,Dump Trucks,Howo 375 6x4,https://www.mascus.com/transportation/tipper-trucks/howo-375-6x4/dugofgak.html
DAF XF 530 8x4*4 FAW - EX 302 Hipro EP-5,Company,2025,497 miles,Denmark,Demountable Trucks,DAF XF 530 8x4*4 FAW - eX 302 Hipro EP-5,https://www.mascus.com/transportation/demountables-trucks/daf-xf-530-8x4-4-faw-ex-302-hipro-ep-5/gg9shgcf.html
Mercedes-Benz Actros 1827 L 4x2 Transportskåp Med ÖBS,Company,2021,"130,488 miles",Sweden,Box trucks,Mercedes-Benz Actros 1827 L 4x2 transportskåp med ÖBS,https://www.mascus.com/transportation/box-body-trucks/mercedes-benz-actros-1827-l-4x2-transportskap-med-obs/en7h9t9p.html
Iveco EUROCARGO 160 E22,Company,2013,"225,558 miles",Poland,Dump Trucks,Iveco EUROCARGO 160 E22,https://www.mascus.com/transportation/tipper-trucks/iveco-eurocargo-160-e22/7lfohj9g.html
GMC Savana 3500,Company,2016,,United States,Box trucks,GMC Savana 3500,https://www.mascus.com/transportation/box-body-trucks/gmc-savana-3500/4iaj9php.html
Renault D12,Company,2018,"114,352 miles",France,Reefer Trucks,Renault D12,https://www.mascus.com/transportation/temperature-controlled-trucks/renault-d12/gr5lhsak.html
Nissan NT400 35.13 CAJA ABIERTA ¡¡SOLO 37.000 KMS!!,Company,2019,"22,991 miles",Spain,Curtain Side Trucks,Nissan NT400 35.13 CAJA ABIERTA ¡¡SOLO 37.000 KMS!!,https://www.mascus.com/transportation/curtainsider-trucks/nissan-nt400-35-13-caja-abierta-solo-37-000-kms/dj9h7udu.html
Volvo FMX 370 8X4 9m3 Mixer Full Steel Euro 6,Company,2014,"282,572 miles",Netherlands,Concrete Trucks,Volvo FMX 370 8X4 9m3 Mixer Full Steel Euro 6,https://www.mascus.com/transportation/concrete-trucks/volvo-fmx-370-8x4-9m3-mixer-full-steel-euro-6/bnfrhget.html
Volvo FH650 8x4*4 Tridem 7m Koukkulaite,Company,2016,"356,046 miles",Finland,Hook lift trucks,Volvo FH650 8x4*4 Tridem 7m koukkulaite,https://www.mascus.com/transportation/hook-lift-trucks/volvo-fh650-8x4-4-tridem-7m-koukkulaite/6qgq4u8p.html
Iveco EUROCARGO FRC-X,Company,2019,"202,567 miles",Spain,Reefer Trucks,Iveco EUROCARGO FRC-X,https://www.mascus.com/transportation/temperature-controlled-trucks/iveco-eurocargo-frc-x/7g3hindn.html
Volvo FH540 6x4 + RETARDER + LIFTING AXLE + EURO 6,Company,2019,"243,313 miles",Estonia,Dump Trucks,Volvo FH540 6x4 + RETARDER + LIFTING AXLE + EURO 6,https://www.mascus.com/transportation/tipper-trucks/volvo-fh540-6x4-retarder-lifting-axle-euro-6/3i7ubnil.html
Volvo FM 400 8x4 Concrete Truck W/ Intermix Body. WATCH,Company,2008,"190,761 miles",Norway,Concrete Trucks,Volvo FM 400 8x4 concrete truck w/ intermix body. WATCH,https://www.mascus.com/transportation/concrete-trucks/volvo-fm-400-8x4-concrete-truck-w-intermix-body-watch/9jen6nhp.html
Renault Serviroute On Renault Midlum 220 Dci 4x2 Bi-Repand,Company,2005,"119,447 miles",France,Tank Trucks,Renault serviroute on Renault Midlum 220 dci 4x2 Bi-Repand,https://www.mascus.com/transportation/tank-trucks/renault-serviroute-on-renault-midlum-220-dci-4x2-bi-repand/dfgpafaj.html
Iveco Daily 65C18 / 3 Seitenkipper,Company,2023,"3,522 miles",Germany,Dump Trucks,Iveco Daily 65C18 / 3 Seitenkipper,https://www.mascus.com/transportation/tipper-trucks/iveco-daily-65c18-3-seitenkipper/5qfsgrdh.html
Renault D 18 Chladiak E6 Automat VIN 3 707,Company,,,,,,https://www.mascus.com/transportation/temperature-controlled-trucks/renault-d-18-chladiak-e6-automat-vin-3-707/3qfi6nat.html
Scania R660 LB6x4 Timmerbil 6x4,Company,2026,,Sweden,Log trucks,Scania R660 LB6x4 Timmerbil 6x4,https://www.mascus.com/transportation/timber-trucks/scania-r660-lb6x4-timmerbil-6x4/7kbnikbi.html
Iveco TRAKKER 360 6x4 Hook Lift Palfinger,Company,2015,"103,576 miles",Hungary,Hook lift trucks,Iveco TRAKKER 360 6x4 Hook Lift Palfinger,https://www.mascus.com/transportation/hook-lift-trucks/iveco-trakker-360-6x4-hook-lift-palfinger/ik8q7r8n.html
Peterbilt 365,Company,2014,"191,500 miles",United States,Concrete Trucks,Peterbilt 365,https://www.mascus.com/transportation/concrete-trucks/peterbilt-365/6k8hiu7i.html
Mack GRANITE GU813,Company,2016,"183,243 miles",United States,Dump Trucks,Mack GRANITE GU813,https://www.mascus.com/transportation/tipper-trucks/mack-granite-gu813/cp4giffq.html
Isuzu DIESEL NPR XD,Company,2026,,United States,Other Trucks,Isuzu DIESEL NPR XD,https://www.mascus.com/transportation/other-trucks/isuzu-diesel-npr-xd/io4ohrgi.html
